ID_CLIENT,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,STATE_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_EMAIL,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,AGE
12895,25,WEB,1,M,5,0.0,CE,1,CE,Y,107,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,,1.0,46.0
1924,10,WEB,1,F,1,0.0,BA,1,BA,Y,86,,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,27.0
30899,10,WEB,1,F,2,1.0,AL,1,AL,Y,100,1,16.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,39.0
49581,10,,1,M,2,0.0,MG,1,MG,Y,32,,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,37.0
6983,15,WEB,1,F,4,0.0,PI,1,SP,Y,5,1,10.0,1,200.0,0,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,1,1.0,59.0
45660,5,WEB,1,M,1,3.0,PE,1,PE,Y,97,1,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,41.0
15524,25,WEB,2,F,2,2.0,BA,1,BA,Y,86,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,BA,N,NO_DATA,0.0,9.0,2,2.0,37.0
39189,25,WEB,1,F,2,1.0,RJ,1,SP,Y,5,1,7.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,SP,Y,5,0.0,9.0,2,1.0,29.0
21397,10,WEB,1,F,2,0.0,ES,1,ES,N,NO_DATA,1,2.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,2.0,70.0
13209,25,,1,F,2,0.0,SP,1,SP,Y,5,1,17.0,0,0.0,1,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,37.0
45098,20,,1,F,1,0.0,SP,1,SP,Y,5,2,0.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,,1.0,18.0
29844,15,,1,F,5,2.0,SP,1,SP,Y,12,1,5.0,1,0.0,0,0,0,0,0,1,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,2.0,36.0
32990,10,,1,M,2,2.0,PR,1,MS,Y,75,1,8.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,0.0,1,1.0,49.0
10443,5,WEB,1,M,2,0.0,CE,1,PE,Y,97,1,22.0,1,0.0,0,1,0,0,0,0,30000.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,4,1.0,61.0
32124,10,WEB,1,F,4,0.0,RJ,1,RJ,Y,20,1,35.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,Y,20,0.0,9.0,1,1.0,53.0
10595,20,WEB,1,F,2,0.0,AL,1,AL,N,NO_DATA,1,10.0,1,80.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,50.0
35193,5,WEB,1,F,2,0.0,RS,1,SP,Y,5,2,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,32.0
25392,15,,1,M,1,0.0,BA,1,RN,Y,77,,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,25.0
44991,20,WEB,1,F,2,0.0,MT,1,MT,Y,71,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,45.0
46997,10,,1,M,2,0.0,SP,1,SP,Y,14,1,12.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,30.0
34623,10,WEB,1,M,2,1.0,CE,1,MG,Y,32,2,0.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,2.0,31.0
29752,25,WEB,1,F,5,0.0,ES,1,SP,Y,5,1,20.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,1,7.0,71.0
13413,25,,1,F,2,1.0,PE,1,PE,Y,111,1,5.0,0,0.0,0,0,0,0,0,1,6000.0,1.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,47.0
21184,10,,1,F,2,0.0,SP,1,SP,Y,18,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,51.0
39736,10,WEB,1,F,2,0.0,PE,1,SP,N,NO_DATA,1,10.0,1,380.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,66.0
48877,25,WEB,1,M,2,0.0,RS,1,RS,Y,54,1,8.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,RS,N,NO_DATA,0.0,9.0,2,1.0,27.0
25623,20,,1,F,1,0.0,RJ,1,RJ,Y,22,1,30.0,1,0.0,1,0,0,0,0,1,0.0,1.0,Y,RJ,Y,22,0.0,9.0,2,1.0,30.0
31679,1,WEB,1,F,2,0.0,MG,1,MG,Y,29,1,4.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,Y,29,0.0,9.0,2,1.0,30.0
36630,10,WEB,1,F,4,0.0,ES,1,ES,N,NO_DATA,1,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,42.0
43015,5,,1,M,2,3.0,NO_DATA,0,PA,Y,117,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,Y,117,0.0,11.0,5,1.0,39.0
3934,25,WEB,1,M,2,0.0,MG,1,BA,N,NO_DATA,1,20.0,1,0.0,0,0,0,0,0,0,25000.0,1.0,N,NO_JOB,N,NO_DATA,0.0,,1,1.0,40.0
49336,10,,1,M,1,0.0,MG,1,MG,Y,30,1,3.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,MG,N,NO_DATA,0.0,9.0,2,1.0,28.0
13339,10,,1,F,2,1.0,SP,1,SP,Y,5,1,4.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,24.0
6827,10,WEB,1,F,2,0.0,SE,1,SE,Y,91,1,5.0,1,350.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,20.0
19064,20,WEB,1,M,1,0.0,BA,1,GO,Y,67,1,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,GO,N,NO_DATA,0.0,9.0,2,1.0,40.0
44126,10,,1,F,2,1.0,BA,1,BA,Y,86,1,20.0,0,200.0,0,0,0,0,0,1,100000.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,7.0,63.0
5987,15,CARGA,1,F,2,1.0,PE,1,PE,Y,97,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,56.0
45714,20,,1,F,2,4.0,CE,1,CE,Y,112,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,45.0
14079,10,WEB,1,F,4,0.0,SP,1,SP,Y,16,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,1,1.0,61.0
16456,5,WEB,1,F,2,0.0,RS,1,RS,Y,58,1,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,39.0
22715,5,WEB,1,M,2,1.0,MA,1,RN,Y,105,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,53.0
17800,10,WEB,1,F,1,0.0,MG,1,MG,Y,38,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,2.0,67.0
34007,10,CARGA,1,M,1,0.0,AP,1,AP,Y,123,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,AP,N,NO_DATA,0.0,9.0,2,1.0,20.0
35871,5,WEB,1,M,2,0.0,SP,1,SP,Y,15,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,68.0
25154,15,,1,F,2,0.0,RJ,1,RJ,Y,24,1,10.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,RJ,N,NO_DATA,0.0,9.0,2,1.0,41.0
23771,10,,1,F,2,0.0,RS,1,RS,Y,54,1,10.0,0,0.0,0,0,0,0,0,0,75000.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,1,1.0,57.0
32137,10,,1,F,2,0.0,MG,1,MG,Y,32,1,14.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,35.0
23585,15,WEB,1,F,1,0.0,SP,1,SP,Y,5,,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,,1.0,46.0
25233,5,WEB,1,F,2,0.0,RS,1,RS,Y,54,1,2.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,39.0
30111,20,WEB,1,M,6,0.0,CE,1,CE,Y,107,2,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,CE,Y,107,0.0,9.0,2,1.0,34.0
23462,5,,1,F,1,2.0,PE,1,PB,Y,103,5,27.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,27.0
15387,10,,1,F,1,0.0,NO_DATA,0,PE,Y,97,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,PE,N,NO_DATA,0.0,9.0,2,1.0,39.0
28769,10,WEB,1,M,2,1.0,ES,1,ES,Y,27,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,46.0
26185,25,WEB,1,M,2,0.0,PI,1,PI,Y,114,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,30.0
5768,10,,1,F,2,0.0,PI,1,PI,Y,110,1,8.0,0,0.0,0,1,0,0,0,1,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,52.0
8835,10,,1,F,3,0.0,AL,1,AL,Y,100,1,10.0,0,0.0,0,1,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,7.0,34.0
47267,15,WEB,1,M,2,3.0,RS,1,RS,Y,58,1,25.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,RS,N,NO_DATA,0.0,9.0,5,1.0,49.0
48088,10,WEB,1,F,4,0.0,RJ,1,RJ,N,NO_DATA,5,20.0,1,656.0,1,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,1,1.0,85.0
46676,15,WEB,1,F,1,0.0,RJ,1,RJ,Y,20,1,28.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,52.0
49903,5,,1,F,2,0.0,CE,1,CE,N,NO_DATA,1,40.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,68.0
36239,10,,1,F,2,3.0,NO_DATA,0,MG,Y,29,1,0.0,1,0.0,0,1,0,0,0,1,0.0,1.0,Y,MG,Y,29,0.0,11.0,5,2.0,37.0
31595,10,,1,M,2,3.0,MG,1,MG,Y,29,2,1.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,47.0
24027,10,WEB,1,F,1,0.0,PR,1,MT,Y,71,1,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,MT,Y,71,0.0,10.0,2,1.0,26.0
46422,25,WEB,1,F,2,0.0,PE,1,PE,Y,97,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,36.0
39699,20,,1,F,1,0.0,PE,1,SP,Y,5,2,7.0,0,0.0,0,1,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,11.0,2,1.0,27.0
47658,10,WEB,1,M,2,2.0,RJ,1,RJ,Y,20,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,60.0
16315,5,,1,F,4,0.0,MG,1,MG,Y,30,2,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,54.0
16621,10,WEB,1,M,2,0.0,RN,1,RN,Y,105,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,48.0
16294,10,,1,F,1,0.0,MG,1,MG,Y,29,1,27.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,62.0
7736,10,WEB,1,M,1,0.0,MT,1,MT,Y,71,1,9.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,68.0
25977,10,,1,M,2,1.0,PR,1,PR,Y,40,1,15.0,0,0.0,1,0,0,0,0,1,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,,1.0,66.0
1338,10,,1,M,2,0.0,MT,1,MT,Y,71,1,20.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,MT,Y,71,0.0,9.0,5,1.0,32.0
9231,15,,1,M,2,0.0,RS,1,RS,Y,58,1,40.0,1,0.0,1,0,0,0,0,1,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,81.0
44996,25,,1,M,1,2.0,MS,1,MS,Y,75,1,4.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,MS,Y,75,0.0,9.0,2,1.0,41.0
39032,25,,1,M,6,0.0,BA,1,SP,Y,5,1,8.0,0,2500.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,Y,5,0.0,0.0,,1.0,56.0
35596,15,WEB,1,M,4,0.0,CE,1,CE,N,NO_DATA,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,88.0
10689,10,WEB,1,M,1,0.0,RS,1,RS,Y,54,,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,4,1.0,45.0
36997,10,,1,F,2,4.0,NO_DATA,0,CE,Y,107,2,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,11.0,1,7.0,63.0
14972,10,WEB,1,M,1,0.0,PA,1,PA,Y,117,1,4.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,4,1.0,70.0
29716,5,WEB,1,F,2,0.0,GO,1,GO,Y,67,1,19.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,67.0
8851,10,,1,F,1,0.0,PE,1,PE,Y,97,1,26.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,69.0
19780,15,WEB,1,F,6,0.0,GO,1,GO,Y,75,1,18.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,Y,75,0.0,9.0,2,1.0,37.0
11559,10,,1,M,1,0.0,RN,1,RN,Y,105,1,20.0,0,0.0,1,0,0,0,0,1,0.0,1.0,Y,NO_JOB,Y,105,0.0,9.0,2,1.0,43.0
47079,5,,1,M,4,0.0,SP,1,MT,N,NO_DATA,1,3.0,1,0.0,0,0,0,0,0,1,70000.0,0.0,Y,MT,N,NO_DATA,0.0,9.0,1,1.0,51.0
39303,15,,1,M,2,0.0,MG,1,MG,Y,29,1,6.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,MG,Y,29,0.0,9.0,2,2.0,37.0
27211,1,CARGA,1,M,1,0.0,RO,1,RO,Y,77,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,1,1.0,65.0
9373,10,WEB,1,M,1,0.0,SP,1,SP,Y,9,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,SP,Y,9,0.0,9.0,2,1.0,21.0
22864,10,CARGA,1,M,2,3.0,BA,1,BA,Y,81,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,BA,Y,81,0.0,9.0,2,1.0,51.0
28937,10,,1,M,2,0.0,SP,1,SP,Y,16,1,33.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,58.0
2195,10,WEB,1,M,1,0.0,BA,1,SP,Y,10,1,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,Y,10,0.0,,,1.0,58.0
35357,10,WEB,1,F,2,0.0,PA,1,PA,Y,117,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,4,1.0,47.0
11664,25,WEB,1,F,2,0.0,PB,1,PB,Y,103,1,32.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,32.0
6737,15,,1,M,2,0.0,BA,1,BA,Y,90,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,26.0
19513,10,WEB,1,M,2,2.0,SP,1,SP,Y,9,1,4.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,SP,Y,9,0.0,9.0,2,1.0,49.0
4772,15,WEB,1,M,1,0.0,RJ,1,RJ,Y,20,1,3.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,7.0,39.0
17301,15,,1,F,7,0.0,MG,1,MG,N,NO_DATA,1,19.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,7.0,48.0
20473,10,,1,F,4,2.0,SP,1,SP,Y,5,1,40.0,0,0.0,1,1,0,0,0,0,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,39.0
38096,25,WEB,1,M,1,0.0,RJ,1,RJ,Y,22,,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,4,1.0,23.0
37411,10,WEB,1,F,2,0.0,CE,1,CE,Y,112,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,2.0,62.0
2919,15,WEB,1,M,2,2.0,MT,1,MT,Y,71,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,MT,N,NO_DATA,0.0,9.0,2,1.0,29.0
35456,1,,1,F,4,1.0,AM,1,AM,Y,118,1,15.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,AM,N,NO_DATA,0.0,9.0,2,1.0,38.0
45520,15,WEB,1,M,1,0.0,BA,1,SP,Y,18,2,7.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,SP,N,NO_DATA,0.0,9.0,5,1.0,35.0
35252,10,WEB,1,F,1,0.0,RN,1,RN,Y,105,1,22.0,1,600.0,1,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,58.0
27555,25,WEB,1,F,2,1.0,BA,1,CE,Y,81,1,20.0,1,0.0,1,1,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,,2.0,48.0
40166,5,,1,F,1,0.0,BA,1,BA,Y,81,1,10.0,0,0.0,1,0,0,0,0,1,0.0,1.0,Y,BA,Y,81,0.0,9.0,2,1.0,49.0
49789,5,WEB,1,F,1,0.0,PE,1,PE,Y,97,1,2.0,1,0.0,0,1,0,0,0,0,10000.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,4,1.0,37.0
38531,5,WEB,1,M,6,0.0,PE,1,PE,Y,97,1,7.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,38.0
46584,5,,1,M,2,0.0,SP,1,MS,N,NO_DATA,1,5.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,MS,Y,75,0.0,9.0,2,1.0,55.0
9543,5,,1,M,1,0.0,BA,1,BA,Y,81,1,6.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,39.0
23447,5,WEB,1,M,2,0.0,RS,1,RS,N,NO_DATA,1,15.0,1,650.0,0,0,0,0,0,0,0.0,0.0,Y,RS,Y,54,0.0,9.0,5,1.0,47.0
11454,15,,1,F,2,2.0,PR,1,PR,Y,44,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,Y,44,0.0,9.0,5,1.0,33.0
49634,10,,1,M,2,1.0,NO_DATA,0,MG,Y,30,1,0.0,1,0.0,0,0,0,0,0,0,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,55.0
45036,15,WEB,1,F,2,3.0,PA,1,PA,Y,120,1,7.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,31.0
12483,10,WEB,1,F,4,0.0,RN,1,RN,Y,105,1,15.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,65.0
38842,10,WEB,1,M,1,0.0,BA,1,PR,Y,46,1,5.0,1,0.0,0,0,0,0,0,0,10000.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,66.0
2400,15,WEB,1,F,3,0.0,PR,1,PR,N,NO_DATA,2,10.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,56.0
27027,10,WEB,1,F,1,0.0,RS,1,RS,Y,61,1,18.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,26.0
21881,15,WEB,1,F,4,0.0,PR,1,PR,N,NO_DATA,1,20.0,1,350.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,5,1.0,48.0
10184,10,,1,M,1,0.0,RS,1,RS,Y,58,1,2.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,2,1.0,33.0
2567,10,,1,M,4,0.0,SP,1,SP,Y,14,1,15.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,1,2.0,64.0
39030,10,,1,M,2,2.0,NO_DATA,0,PA,Y,120,1,0.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,PA,N,NO_DATA,0.0,9.0,2,1.0,31.0
45948,10,CARGA,1,M,2,0.0,PR,1,PR,Y,40,1,1.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,PR,Y,40,0.0,9.0,2,1.0,31.0
43244,5,,2,F,2,2.0,BA,1,BA,N,NO_DATA,1,1.0,1,0.0,0,0,0,0,0,1,0.0,1.0,Y,BA,Y,86,0.0,9.0,2,7.0,32.0
47003,5,,1,F,1,0.0,PB,1,SP,Y,15,1,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,Y,NO_JOB,N,NO_DATA,0.0,0.0,,1.0,30.0
5643,25,WEB,1,M,2,0.0,BA,1,BA,Y,86,5,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,29.0
41583,25,WEB,1,M,1,0.0,PA,1,PA,Y,120,5,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,20.0
23293,10,,1,F,1,0.0,MG,1,MG,Y,38,2,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,1,2.0,86.0
26818,15,WEB,1,M,2,0.0,PR,1,RO,Y,77,,,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,33.0
12652,20,,1,M,2,0.0,BA,1,BA,Y,81,,1.0,1,0.0,0,0,0,0,0,1,0.0,0.0,Y,BA,Y,81,0.0,9.0,2,1.0,28.0
37380,5,,1,M,2,0.0,RJ,1,RJ,N,NO_DATA,1,58.0,1,0.0,0,0,0,0,0,0,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,0.0,1,1.0,86.0
20217,10,WEB,1,F,2,0.0,BA,1,SP,Y,5,1,40.0,1,0.0,0,0,0,0,0,0,0.0,0.0,Y,NO_JOB,N,NO_DATA,0.0,9.0,1,1.0,71.0
45123,5,CARGA,1,F,2,0.0,MA,1,PR,Y,41,5,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,11.0,1,1.0,17.0
45437,5,WEB,1,M,2,0.0,CE,1,MT,Y,71,1,3.0,1,0.0,1,0,0,0,0,1,0.0,0.0,Y,MT,N,NO_DATA,0.0,9.0,5,1.0,38.0
28332,15,,1,F,6,2.0,SP,1,SP,Y,5,1,4.0,1,350.0,1,1,0,0,0,1,0.0,1.0,N,NO_JOB,Y,5,0.0,9.0,4,2.0,35.0
13263,25,WEB,1,M,2,0.0,SP,1,SP,Y,10,1,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,,,1.0,44.0
35450,1,,1,F,2,0.0,RJ,1,RJ,Y,20,1,11.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,4,1.0,60.0
5687,20,WEB,1,F,2,4.0,PI,1,PI,Y,110,1,6.0,1,0.0,0,0,0,0,0,0,0.0,0.0,N,NO_JOB,N,NO_DATA,0.0,2.0,4,1.0,37.0
40026,15,,1,F,1,0.0,RN,1,RN,Y,105,1,10.0,1,0.0,0,1,0,0,0,1,0.0,1.0,Y,RN,Y,105,0.0,9.0,2,1.0,20.0
12905,10,,1,M,2,0.0,TO,1,GO,Y,67,2,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,N,NO_JOB,N,NO_DATA,0.0,9.0,2,2.0,25.0
